t	 g(t)
1,3
0.975,3.1
1,3.2
1.075,3.3
1.2,3.4
1.375,3.5
1.6,3.6
1.875,3.7
2.2,3.8
2.575,3.9
3,4
3.47499,4.1
3.99999,4.2
4.57499,4.3
5.19999,4.4
5.87499,4.5
6.59999,4.6
7.37499,4.7
8.19999,4.8
9.07498,4.9
9.99998,5
